3.0;;;;;;https://static.wikia.nocookie.net/prowrestling/images/1/11/Matt_Martel_Chase_Parker_WWE_Sept_5-19.jpg/revision/latest/scale-to-width-down/350?cb=20190908145406;
The Velveteen Dream;6 ft 2 in (1.88 m);227 lbs (103 kg);August 19, 1995 (1995-08-19) (age 25);Washington, DC;October 3, 2014;https://static.wikia.nocookie.net/prowrestling/images/a/ac/The_Velveteen_Dream_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20170525153142;
Timothy Thatcher;6 ft 3 in (1.91 m);224 lbs (102 kg);June 2, 1983 (1983-06-02) (age 37);Sacramento, California;September 11, 2005;https://static.wikia.nocookie.net/prowrestling/images/1/14/Timothy_Thatcher_-_WWEProfPic_2020.png/revision/latest/scale-to-width-down/350?cb=20200828190402;
Tom Castor;;;;San Jose, California;;https://static.wikia.nocookie.net/prowrestling/images/8/84/Tom_Castor.png/revision/latest/scale-to-width-down/350?cb=20180522123852;
Tommaso Ciampa;5 ft 11 in (1.80 m);201 lbs (91 kg);May 8, 1985 (1985-05-08) (age 35);Boston, Massachusetts;January 2005;https://static.wikia.nocookie.net/prowrestling/images/9/97/Tommaso_Ciampa_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20180303004407;
Toni Storm;5 ft 5 in (1.65 m);143 lbs (65 kg);October 19, 1995 (1995-10-19) (age 25);Auckland, New Zealand;October 9, 2009;https://static.wikia.nocookie.net/prowrestling/images/7/76/Toni_Storm_stat.png/revision/latest/scale-to-width-down/219?cb=20190327180828;
Trevor Lee;5 ft 11 in (1.80 m);209 lbs (95 kg);September 30, 1993 (1993-09-30) (age 27);Cameron, North Carolina;October 2007;https://static.wikia.nocookie.net/prowrestling/images/d/d8/Cameron_Grimes_stat.png/revision/latest/scale-to-width-down/219?cb=20190704024323;
Tyler Bate;5 ft 7 in (1.70 m);175 lbs (79 kg);March 7, 1997 (1997-03-07) (age 23);Netherton, Dudley, England;September 15, 2012;https://static.wikia.nocookie.net/prowrestling/images/1/13/Tyler_Bate_stat.png/revision/latest/scale-to-width-down/219?cb=20171012024728;
Tyler Breeze;6 ft 1 in (1.85 m);195 lbs (88 kg);January 19, 1988 (1988-01-19) (age 33);Vancouver, British Columbia, Canada;2007;https://static.wikia.nocookie.net/prowrestling/images/3/37/Tyler_Breeze_stat--314c5f5eea2e63b8020d51aee9a59a43.png/revision/latest/scale-to-width-down/219?cb=20171130010827;
Valentina Feroz;;;July 18, 1995 (1995-07-18) (age 25);Brazil;December 5, 2019;https://static.wikia.nocookie.net/prowrestling/images/f/fb/Rita_Reis_-_5034dbdfed8343358ee25ae4c416d8d6.png/revision/latest/scale-to-width-down/350?cb=20200827222631;
Vanessa Borne;5 ft 5 in (1.65 m);130 lbs (59 kg);March 18, 1988 (1988-03-18) (age 32);Los Angeles, California, United States;December 30, 2015;https://static.wikia.nocookie.net/prowrestling/images/c/cf/Vanessa_Borne.png/revision/latest/scale-to-width-down/350?cb=20180522124329;
William Regal;6 ft 2 in (1.88 m);240 lbs (109 kg);May 10, 1968 (1968-05-10) (age 52);Codsall Wood, Staffordshire, England;August 1983;https://static.wikia.nocookie.net/prowrestling/images/c/c0/Williamregal_1_full_20140627.png/revision/latest/scale-to-width-down/184?cb=20140627181736;
Category:WWE NXT UK current roster;;;;;;;
Xia Li;5 ft 4 in (1.63 m);136 lbs (62 kg);July 28, 1988 (1988-07-28) (age 32);China;July 13, 2017;https://static.wikia.nocookie.net/prowrestling/images/0/00/Xia_Li_stat.png/revision/latest/scale-to-width-down/219?cb=20190418165920;
Zachary Wentz;5 ft 10 in (1.78 m);176 lbs (80 kg);April 29, 1994 (1994-04-29) (age 26);Dayton, Ohio;December 17, 2014;https://static.wikia.nocookie.net/prowrestling/images/c/cd/Zachary_Wentz_-_x6JsOekcfWY.png/revision/latest/scale-to-width-down/350?cb=20190120122546;
Zack Gibson;6 ft 3 in (1.91 m);180 lbs (82 kg);;Liverpool, England;August 16, 2009;https://static.wikia.nocookie.net/prowrestling/images/a/ac/Zack_Gibson_Stat.png/revision/latest/scale-to-width-down/219?cb=20190123053813;
Zema Ion;5 ft 8 in (1.73 m);175 lbs (77 kg);October 5, 1986 (1986-10-05) (age 34);Los Angeles, California;2004;https://static.wikia.nocookie.net/prowrestling/images/8/8f/Joaquin_Wilde_Stat2.png/revision/latest/scale-to-width-down/320?cb=20200710162404;
Zoey Stark;5 ft 8 in (1.73 m);140 lb (64 kg);;Utah;June 8, 2013;https://static.wikia.nocookie.net/prowrestling/images/b/b7/LaceyRyan.jpg/revision/latest/scale-to-width-down/350?cb=20200127031850;
A-Kid;5 ft 8 in (1.73 m);154 lbs (70 kg);May 9, 1997 (1997-05-09) (age 23);Madrid, Spain;July 20, 2012;https://static.wikia.nocookie.net/prowrestling/images/e/e7/A-Kid_stat.png/revision/latest/scale-to-width-down/320?cb=20201009021247;
A.J. Styles;5 ft 11 in (1.80 m);215 lbs (98 kg);June 2, 1977 (1977-06-02) (age 43);Gainesville, Georgia;1998;https://static.wikia.nocookie.net/prowrestling/images/3/3f/AJ_Styles_stat--37783c9a172ebc7416045d07b87b8b26.png/revision/latest/scale-to-width-down/219?cb=20170104071959;
Abyss;6 ft 8 in (2.03 m);350 lbs (160 kg);October 4, 1973 (1973-10-04) (age 47);Washington, D.C.;January 19, 1995;https://static.wikia.nocookie.net/prowrestling/images/f/f1/JosephPark.jpg/revision/latest/scale-to-width-down/333?cb=20131101162340;
Adam Cole;5 ft 11 in (1.80 m);210 lbs (95 kg);July 5, 1989 (1989-07-05) (age 31);Lancaster, Pennsylvania;April 2008;https://static.wikia.nocookie.net/prowrestling/images/e/eb/Adam_Cole_stat_photo_2019.png/revision/latest/scale-to-width-down/219?cb=20190602035538;
Adam Pearce;6 ft 2 in (1.88 m);245 lbs (111 kg);June 24, 1978 (1978-06-24) (age 42);Lake Forest, Illinois;May 16, 1996;https://static.wikia.nocookie.net/prowrestling/images/7/71/Pearce.jpg/revision/latest/scale-to-width-down/333?cb=20170417224256;
Adrian Jaoude;5 ft 11 in (1.80 m);220 lbs (100 kg);October 11, 1981 (1981-10-11) (age 39);Rio de Janeiro, Brazil;July 8, 2016;https://static.wikia.nocookie.net/prowrestling/images/8/8c/Arturo_Ruas_Stat.png/revision/latest/scale-to-width-down/219?cb=20190718021659;
Aja Perera;5 ft 5 in (1.65 m);154 lbs (70 kg);June 9, 1994 (1994-06-09) (age 26);Aracaju, Brazil;October 5, 2013;https://static.wikia.nocookie.net/prowrestling/images/c/c6/Aja_Perera_-_12063382.jpg/revision/latest/scale-to-width-down/329?cb=20151128183528;
Akira Tozawa;5 ft 7 in (1.70 m);156 lbs (71 kg);July 22, 1985 (1985-07-22) (age 35);Nishinomiya, Hyogo, Japan;April 3, 2005;https://static.wikia.nocookie.net/prowrestling/images/2/21/Akira_Tozawa_stat.png/revision/latest/scale-to-width-down/219?cb=20171010051819;
Aleah James;5 ft 1 in (1.55 m);99 lbs (45 kg);October 10, 1998 (1998-10-10) (age 22);Romford, Essex, England;June 2019;https://static.wikia.nocookie.net/prowrestling/images/6/6c/Aleah_James_3.jpg/revision/latest/scale-to-width-down/350?cb=20200419145832;
Aleister Black;6 ft 0 in (1.83 m);205 lbs (93 kg);May 19, 1985 (1985-05-19) (age 35);Alkmaar, Netherlands;June 2002;https://static.wikia.nocookie.net/prowrestling/images/6/69/Aleister_Black_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20170402111730;
Alex Zayne;6 ft 1 (1.86 m);185 lbs (84 kg);October 28;Lexington, Kentucky;May 31, 2007;https://static.wikia.nocookie.net/prowrestling/images/4/49/Alex_Zayne_-_54516991.jpg/revision/latest/scale-to-width-down/350?cb=20191022124516;
Alexa Bliss;5 ft 1 in (1.55 m);102 lbs (46 kg);August 9, 1991 (1991-08-09) (age 29);Columbus, Ohio;June 20, 2013;https://static.wikia.nocookie.net/prowrestling/images/b/bf/Alexa_Bliss_-_2016.png/revision/latest/scale-to-width-down/219?cb=20161228031208;
Alexander Wolfe;6 ft 1 in (1.85 m);245 lbs (111 kg);November 5, 1986 (1986-11-05) (age 34);Dresden, Sachsen;May 22, 2004;https://static.wikia.nocookie.net/prowrestling/images/9/95/Alexander_Wolfe.png/revision/latest/scale-to-width-down/219?cb=20161013111604;
Alicia Taylor;;;August 30, 1980 (1980-08-30) (age 40);Saginaw, Michigan;April 25, 2019;https://static.wikia.nocookie.net/prowrestling/images/f/fc/Alicia_Taylor_stat.png/revision/latest/scale-to-width-down/219?cb=20200512025806;
Alyse Ashton;;;;;January 17, 2020;https://static.wikia.nocookie.net/prowrestling/images/d/d4/Alyse_Ashton_stat.png/revision/latest/scale-to-width-down/222?cb=20201026170713;
Amale Winchester;5 ft 4 in (1.63 m);;;Béziers, France;1 July 2012;https://static.wikia.nocookie.net/prowrestling/images/4/4f/Amale_Winchester_-_DiX5DFXXUAA6sUc-e1541478650649.jpg/revision/latest/scale-to-width-down/333?cb=20190915211724;
Andrade Almas;5 ft 11 in (1.80 m);180 lbs (82 kg);November 3, 1989 (1989-11-03) (age 31);Gómez Palacio, Durango, Mexico;October 3, 2003;https://static.wikia.nocookie.net/prowrestling/images/9/92/Andrade_Stat3.png/revision/latest/scale-to-width-down/219?cb=20190615073052;
Angel Garza;5 ft 11 in (1.81 m);211 lbs (96 kg);September 23, 1992 (1992-09-23) (age 28);Monterrey, Nuevo Leon;November 4, 2008;https://static.wikia.nocookie.net/prowrestling/images/4/45/Angel_Garza_Stat.png/revision/latest/scale-to-width-down/219?cb=20190627022708;
Angelo Dawkins;6 ft 5 in (1.95 m);260 lbs (118 kg);July 24, 1990 (1990-07-24) (age 30);Cincinnati, Ohio;June 19, 2012;https://static.wikia.nocookie.net/prowrestling/images/a/a3/Angelo_Dawkins_stat_photo_2017.png/revision/latest/scale-to-width-down/219?cb=20170919203430;
Anthony Greene;6 ft 2 in (1.88 m);191 lbs (87 kg);August 23, 1993 (1993-08-23) (age 27);Randolph, Massachusetts;May 6, 2012;https://static.wikia.nocookie.net/prowrestling/images/1/17/DSs7A8nW4AAJSoL.jpg/revision/latest/scale-to-width-down/350?cb=20181003231717;
Antrone Brewer;5 ft 9 in. (1.75 m);200 lbs (91 kg);;Thomson, Georgia;;https://static.wikia.nocookie.net/prowrestling/images/9/99/Antrone_Brewer.png/revision/latest/scale-to-width-down/350?cb=20180522012551;
Aoife Valkyrie;5 ft 6 in (167 cm);130 lbs (59 kg);October 23, 1996 (1996-10-23) (age 24);Dublin, Ireland;2015;https://static.wikia.nocookie.net/prowrestling/images/6/62/Aoife_Valkyrie.jpg/revision/latest/scale-to-width-down/350?cb=20200120190746;
Apollo Crews;6 ft 1 in (1.85 m);240 lbs (109 kg);August 22, 1987 (1987-08-22) (age 33);Sacramento, California;August 17, 2009;https://static.wikia.nocookie.net/prowrestling/images/b/b7/Apollo_Crews.png/revision/latest/scale-to-width-down/184?cb=20150823035302;
Ariya Daivari;5 ft 10 in (1.78 m);190 lbs (86 kg);April 11, 1989 (1989-04-11) (age 31);Plymouth, Minnesota;September 26, 2006;https://static.wikia.nocookie.net/prowrestling/images/e/e5/Ariya_Daivari_Stat_Photo.png/revision/latest/scale-to-width-down/219?cb=20161016153818;
Artémis;;;October 19;;;https://static.wikia.nocookie.net/prowrestling/images/8/8c/Art%C3%A9mis.jpg/revision/latest/scale-to-width-down/350?cb=20201024121726;
Asuka;5 ft 3 in (1.60 m);140 lbs (62 kg);September 26, 1981 (1981-09-26) (age 39);Osaka, Japan;June 16, 2004;https://static.wikia.nocookie.net/prowrestling/images/1/13/Asuka_Stat2.png/revision/latest/scale-to-width-down/219?cb=20200526172042;
Austin Theory;6 ft 1 in (1.85 m);220 lbs (100 kg);August 2, 1997 (1997-08-02) (age 23);McDonough, Georgia;May 5, 2016;https://static.wikia.nocookie.net/prowrestling/images/d/df/Austin_Theory.png/revision/latest/scale-to-width-down/219?cb=20200403014634;
Babatunde;6 ft 9 in (2.10 m);350 lbs (158 kg);26 May, 1988 (1988-05-26) (age 32);Ole?nica, Poland;30 September 2016;https://static.wikia.nocookie.net/prowrestling/images/6/60/Babatunde_Aiyegbusi.png/revision/latest/scale-to-width-down/350?cb=20180522012750;
Bad Bunny;;;March 10, 1994 (1994-03-10) (age 26);;;https://static.wikia.nocookie.net/prowrestling/images/e/e3/Bad_Bunny.jpg/revision/latest/scale-to-width-down/350?cb=20210205094718;
Bad News Barrett;6 ft 7 in (2.01 m);246 lbs (112 kg);August 10, 1980 (1980-08-10) (age 40);Preston, Lancashire, UK;June 2004;https://static.wikia.nocookie.net/prowrestling/images/a/a4/Badnews_barrett_10.png/revision/latest/scale-to-width-down/203?cb=20140620182011;
Baron Corbin;6 ft 8 in (2.03 m);285 lbs (129 kg);September 13, 1984 (1984-09-13) (age 36);Lenexa, Kansas;October 18, 2012;https://static.wikia.nocookie.net/prowrestling/images/b/bb/Baron_Corbin_stat--2019.png/revision/latest/scale-to-width-down/219?cb=20190930154359;
Bayley;5 ft 6 in (1.63 m);125 lbs (54 kg);June 15, 1989 (1989-06-15) (age 31);San Jose, California;April, 2008;https://static.wikia.nocookie.net/prowrestling/images/9/9c/Bayley_Heel.png/revision/latest/scale-to-width-down/164?cb=20200521015940;
Becky Lynch;5 ft 6 in (1.68 m);135 lbs (61 kg);January 30, 1987 (1987-01-30) (age 34);Dublin, Ireland;November 11, 2002;https://static.wikia.nocookie.net/prowrestling/images/a/a0/Becky_Lynch_The_Man_stat.png/revision/latest/scale-to-width-down/219?cb=20190807030656;
Bianca Belair;5 ft 7 in (1.70 m);125 lbs (57 kg);April 9, 1989 (1989-04-09) (age 31);Knoxville, Tennessee;September 29, 2016;https://static.wikia.nocookie.net/prowrestling/images/c/c0/Bianca_Belair_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20171117102625;
Big Boa;6 ft 4 in (1.93 m);245 lbs (111 kg);;China;July 8, 2017;https://static.wikia.nocookie.net/prowrestling/images/3/31/Boa_stat.png/revision/latest/scale-to-width-down/219?cb=20190711070946;
Big E;5 ft 11 in (1.80 m);286 lbs (130 kg);March 1, 1986 (1986-03-01) (age 34);Tampa, Florida;2009;https://static.wikia.nocookie.net/prowrestling/images/f/f5/Big_E_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20180727165607;
Big Show;7 ft 0 in (2.13 m);383 lbs (180 kg);February 8, 1972 (1972-02-08) (age 49);Aiken, South Carolina;July 16 1995;https://static.wikia.nocookie.net/prowrestling/images/8/8c/Big_Show_2017_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20170513153200;
Billie Kay;5 ft 8 in (1.73 m);132 lbs (60 kg);June 23, 1989 (1989-06-23) (age 31);Sydney, New South Wales, Australia;June 23, 2007;https://static.wikia.nocookie.net/prowrestling/images/e/e9/Billie_Kay_stat_photo_2018.png/revision/latest/scale-to-width-down/219?cb=20180217004152;
Billy Kidman;5 ft 10 in (1.78 m);215 lbs (95 kg);May 11, 1974 (1974-05-11) (age 46);Allentown, Pennsylvania;September 11, 1994;https://static.wikia.nocookie.net/prowrestling/images/e/ea/Billy_Kidman_Full.png/revision/latest/scale-to-width-down/170?cb=20120313134103;
Bo Dallas;6 ft 1 in (1.85 m);225 lbs (102 kg);May 25, 1990 (1990-05-25) (age 30);Brooksville, Florida;December 2008;https://static.wikia.nocookie.net/prowrestling/images/b/bd/Bo_Dallas_stat_photo_2017.png/revision/latest/scale-to-width-down/219?cb=20170919203700;
Bobby Fish;5 ft 11 in (1.80 m);197 lbs (89 kg);October 27, 1979 (1979-10-27) (age 41);;2002;https://static.wikia.nocookie.net/prowrestling/images/a/a6/Bobby_Fish_stat--4d80331e8dad12e4130e55e79c9b2607.png/revision/latest/scale-to-width-down/219?cb=20180208215500;
Bobby Lashley;6 ft 2 in (1.88 m);278 lbs (126 kg);July 16, 1976 (1976-07-16) (age 44);Junction City, Kansas;2003;https://static.wikia.nocookie.net/prowrestling/images/a/ad/Bobby_Lashley_2018_Full.png/revision/latest/scale-to-width-down/219?cb=20180905122312;
Booker T;6 ft 3 in (1.91 m);256 lbs (116 kg);March 1, 1965 (1965-03-01) (age 55);Houston, Texas, USA;1989;https://static.wikia.nocookie.net/prowrestling/images/8/8b/Booker_t_stat.png/revision/latest/scale-to-width-down/219?cb=20160422122743;
Brandi Lauren;5 ft 6 in (1.68 m);125 lb (57 kg);September 26, 1996 (1996-09-26) (age 24);Buffalo, New York;March 5, 2016;https://static.wikia.nocookie.net/prowrestling/images/e/e1/Skyler_Storey_-_EmlSTy1XMAYd-im.jpg/revision/latest/scale-to-width-down/304?cb=20201215193949;
Braun Strowman;6 ft 8 in (2.03 m);385 lbs (175 kg);September 6, 1983 (1983-09-06) (age 37);Sherrills Ford, North Carolina;2013;https://static.wikia.nocookie.net/prowrestling/images/2/25/Braun_Strowman_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20170902003822;
Bray Wyatt;6 ft 3 in (1.91 m);285 lbs (129 kg);May 23, 1987 (1987-05-23) (age 33);Brooksville, Florida;2009;https://static.wikia.nocookie.net/prowrestling/images/c/cb/The_Fiend_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20190814080044;
Breezango;;;;;;https://static.wikia.nocookie.net/prowrestling/images/3/3f/Breezango.png/revision/latest/scale-to-width-down/350?cb=20170724054112;
Brian Gerard James;6 ft 2 in (1.88 m);241 lbs (109 kg);May 20, 1969 (1969-05-20) (age 51);Marietta, Georgia;1992;https://static.wikia.nocookie.net/prowrestling/images/1/18/Roaddogg_1_full.png/revision/latest/scale-to-width-down/184?cb=20120825001420;
Briana Brandy;5 ft 9 in (1.75 m);;;Canton, Ohio;December 5, 2019;https://static.wikia.nocookie.net/prowrestling/images/9/9b/Briana_Brandy_-_WWEPC_Photo.png/revision/latest/scale-to-width-down/350?cb=20200827231856;
Brock Lesnar;6 ft 3 in (1.91 m);286 lb (130 kg);July 12, 1977 (1977-07-12) (age 43);Webster, South Dakota;October 11, 2000;https://static.wikia.nocookie.net/prowrestling/images/5/56/Brock_Lesnar_stat_photo_2017.png/revision/latest/scale-to-width-down/219?cb=20170722193732;
Buddy Murphy;5 ft 11 in (1.80 m);203 lbs (92 kg);26 September, 1988 (1988-09-26) (age 32);Melbourne, Australia;8 September 2007;https://static.wikia.nocookie.net/prowrestling/images/6/61/Buddy_Murphy_2018_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20180301223104;
Byron Saxton;6 ft 2 in (1.88 m);230 lbs (104 kg);August 20, 1981 (1981-08-20) (age 39);Burke, Virginia;2007;https://static.wikia.nocookie.net/prowrestling/images/0/06/Byron_Saxton_Full.1.png/revision/latest/scale-to-width-down/170?cb=20130702101311;
Cal Bloom;6 ft 5 in (1.96 m);255 lbs (116 kg);1994;Osseo, Minnesota;May 3, 2019;https://static.wikia.nocookie.net/prowrestling/images/6/6f/Cal_Bloom_-_D9P-crAXsAI2kZw.jpg/revision/latest/scale-to-width-down/350?cb=20190717170721;
Calvin Knie;;;;;;https://static.wikia.nocookie.net/prowrestling/images/1/1f/Calvin_Knie.jpg/revision/latest/scale-to-width-down/343?cb=20170222190110;
Candice LeRae;5 ft 2 in (1.57 m);112 lbs (51 kg);September 29, 1985 (1985-09-29) (age 35);Riverside, California;2002;https://static.wikia.nocookie.net/prowrestling/images/4/4b/Candice_Heel.png/revision/latest/scale-to-width-down/320?cb=20200521015941;
Candyfloss;;;November 8, 1999 (1999-11-08) (age 21);London, England, UK;2016;https://static.wikia.nocookie.net/prowrestling/images/6/6c/Candyfloss_NXTUK.jpg/revision/latest/scale-to-width-down/350?cb=20200719145145;
Canyon Ceman;;;June 29, 1972 (1972-06-29) (age 48);Hermosa Beach, California;;https://static.wikia.nocookie.net/prowrestling/images/a/ae/Canyon_Ceman.jpg/revision/latest/scale-to-width-down/200?cb=20150129021446;
Carlos Cabrera;5 ft 10 in (1.78 m);211 lbs (96 kg);October 18, 1959 (1959-10-18) (age 61);Bogotá, Colombia;1993;https://static.wikia.nocookie.net/prowrestling/images/7/79/Carlos_Cabrera.jpg/revision/latest/scale-to-width-down/350?cb=20100116182903;
Carmella;5 ft 5 in (1.65 m);110 lb (50 kg);October 23, 1987 (1987-10-23) (age 33);Worcester, Massachusetts;September 2013;https://static.wikia.nocookie.net/prowrestling/images/a/aa/Carmella.2.png/revision/latest/scale-to-width-down/350?cb=20201219092147;
Cedric Alexander;5 ft 11 in (1.80 m);205 lb (95 kg);August 16, 1989 (1989-08-16) (age 31);Charlotte, North Carolina;July 17, 2009;https://static.wikia.nocookie.net/prowrestling/images/5/5c/Cedric_Alexander_Stat2.png/revision/latest/scale-to-width-down/219?cb=20190615071605;
Cesaro;6 ft 5 in (1.96 m);232 lbs (105 kg);December 27, 1980 (1980-12-27) (age 40);Schaffhausen, Switzerland;December 24, 2000;https://static.wikia.nocookie.net/prowrestling/images/e/e5/Cesaro_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20180727164846;
Chad Gable;5 ft 8 in (1.73 m);202 lb (92 kg);March 8, 1986 (1986-03-08) (age 34);Minneapolis, Minnesota;October 26, 2003;https://static.wikia.nocookie.net/prowrestling/images/5/55/Chad_Gable_WWE2019.png/revision/latest/scale-to-width-down/350?cb=20190906011100;
Chad Lail;6 ft 1 in (1.85 m);245 lbs (111 kg);June 6, 1982 (1982-06-06) (age 38);Hickory, North Carolina;2002;https://static.wikia.nocookie.net/prowrestling/images/e/e1/JAXSON_RYKER_-_4cc6734844d1eb400e807e298dd6fa6e.png/revision/latest/scale-to-width-down/219?cb=20200826153810;
Chad Patton;5 ft 11 in (1.80 m);170 lbs (77 kg);May 5, 1976 (1976-05-05) (age 44);Urbana, Illinois;1987;https://static.wikia.nocookie.net/prowrestling/images/5/54/Chad_Patton.jpg/revision/latest/scale-to-width-down/350?cb=20090925225801;
Charles Robinson;5 ft 6 in (1.68 m);150 lbs (68 kg);July 2, 1964 (1964-07-02) (age 56);Charlotte, North Carolina;1993;https://static.wikia.nocookie.net/prowrestling/images/b/b3/Charles-Robinson.jpg/revision/latest/scale-to-width-down/333?cb=20090525175953;
Charlotte;5 ft 10 in (1.78 m);144 lbs (65 kg);April 5, 1986 (1986-04-05) (age 34);Charlotte, North Carolina;2012;https://static.wikia.nocookie.net/prowrestling/images/6/68/Charlotte_flair_2017.png/revision/latest/scale-to-width-down/165?cb=20171117174918;
Charlotte Flair & Asuka;;;;;;https://static.wikia.nocookie.net/prowrestling/images/a/ad/Charlotte_Flair_%26_Asuka.1.jpg/revision/latest/scale-to-width-down/350?cb=20201222003925;
Charly Caruso;5 ft 2 in (1.57 m);;July 14, 1987 (1987-07-14) (age 33);Indianapolis, Indiana;;https://static.wikia.nocookie.net/prowrestling/images/5/58/Charly_Caruso_Stat_Photo.png/revision/latest/scale-to-width-down/219?cb=20161010165133;
Chris Sharpe;5 ft 9 in (1.75 m);160 lbs (73 kg);;Richmond, Virginia;;https://static.wikia.nocookie.net/prowrestling/images/3/38/Chris_Sharpe.png/revision/latest/scale-to-width-down/350?cb=20110912152903;
Christopher Dijak;6 ft 7 in (2.01 m);275 lbs (125 kg);April 23, 1987 (1987-04-23) (age 33);Lunenburg, Massachusetts;2012;https://static.wikia.nocookie.net/prowrestling/images/b/bd/Dominick_Dijakovic_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20181221223809;
Corey Graves;6 ft 1 in (1.85 m);220 lbs (100 kg);February 24, 1984 (1984-02-24) (age 37);Pittsburgh, Pennsylvania;2000;https://static.wikia.nocookie.net/prowrestling/images/f/fe/Corey_Graves_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20170905021422;
Curt Stallion;6 ft 1 in (1.85 m);190 lbs (84 kg);July 13, 1990 (1990-07-13) (age 30);Crane, Texas;July 20, 2013;https://static.wikia.nocookie.net/prowrestling/images/2/27/Curt_Stallion_-_Z0xOmTI5CCg.jpg/revision/latest/scale-to-width-down/350?cb=20170128210639;
D-Von Dudley;6 ft 2 in (1.88 m);269 lb (127 kg);August 1, 1972 (1972-08-01) (age 48);New Rochelle, New York, New York;December 1991;https://static.wikia.nocookie.net/prowrestling/images/8/81/D-Von_Dudley_%28WWE_2015%29.png/revision/latest/scale-to-width-down/184?cb=20150909170154;
Dakota Kai;5 ft 6 in (1.68 m);132 lbs (60 kg);May 6, 1988 (1988-05-06) (age 32);Auckland, New Zealand;2007;https://static.wikia.nocookie.net/prowrestling/images/7/74/Dakota_Kai.png/revision/latest/scale-to-width-down/350?cb=20200204045220;
Damian Priest;6 ft 7 in (2.01 m);251 lbs (114 kg);September 26, 1982 (1982-09-26) (age 38);New York City, New York, United States;2004;https://static.wikia.nocookie.net/prowrestling/images/7/79/Damian_Priest_Stat.png/revision/latest/scale-to-width-down/219?cb=20190620070453;
Dan Engler;5 ft 7 in (1.70 m);160 lb (75 kg);November 20, 1977 (1977-11-20) (age 43);Evansville, Indiana;July 6, 1996;https://static.wikia.nocookie.net/prowrestling/images/1/17/033.png/revision/latest/scale-to-width-down/200?cb=20091204223500;
Dan Vollmayer;;;;;;https://static.wikia.nocookie.net/prowrestling/images/5/5f/DanVollmayer.png/revision/latest/scale-to-width-down/350?cb=20200904214109;
Dana Brooke;5 ft 3 in (1.60 m);125 lbs (57 kg);November 29, 1988 (1988-11-29) (age 32);Seven Hills, Ohio;2013;https://static.wikia.nocookie.net/prowrestling/images/8/85/Dana_Brooke_stat2019.png/revision/latest/scale-to-width-down/219?cb=20190709175409;
Dana Brooke & Mandy Rose;;;;;;https://static.wikia.nocookie.net/prowrestling/images/e/eb/Dana_Brooke_%26_Mandy_Rose.2.jpg/revision/latest/scale-to-width-down/350?cb=20210212081957;
Dani Luna;5' 4" (163 cm);139 lbs (63 kg);;Croydon, England;2016;https://static.wikia.nocookie.net/prowrestling/images/3/33/Dani_Luna_4.jpeg/revision/latest/scale-to-width-down/350?cb=20190803145307;
Daniel Bryan;5 ft 10 in (1.78 m);210 lbs (95 kg);May 22, 1981 (1981-05-22) (age 39);Aberdeen, Washington;October 4, 1999;https://static.wikia.nocookie.net/prowrestling/images/9/9e/Daniel_Bryan_Full.png/revision/latest/scale-to-width-down/170?cb=20120313111633;
Daniel Vidot;6 ft 2 in (1.88 m);246 lbs (17 st 112 kg);February 8, 1990 (1990-02-08) (age 31);Brisbane, Queensland, Australia;November 29, 2018;https://static.wikia.nocookie.net/prowrestling/images/a/ae/Samoan_Ghost_-_4D70A92000000578-5864217.jpg/revision/latest/scale-to-width-down/350?cb=20190710232925;
Danilo Anfibio;5 ft 9 in (1.75 m);174 lbs (79 kg);October 29, 1987 (1987-10-29) (age 33);Woodland Park, New Jersey;June 2002;https://static.wikia.nocookie.net/prowrestling/images/2/24/Danilo_Anfibio.5.jpg/revision/latest/scale-to-width-down/322?cb=20170125130958;
Danny Burch;6 ft 0 in (1.83 m);240 lbs (109 kg);December 31, 1981 (1981-12-31) (age 39);London, England;2003;https://static.wikia.nocookie.net/prowrestling/images/e/e5/Danny_Burch_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20171117102331;
Darrick Moore;;;;;;https://static.wikia.nocookie.net/prowrestling/images/a/ae/Darrick_Moore.1.jpg/revision/latest/scale-to-width-down/172?cb=20121022161408;
Darryl Sharma;6 ft 0 in (1.83 m);210 lbs (95 kg);30 September, 1984 (1984-09-30) (age 36);Toronto, Ontario, Canada;January 2002 (In ring) 2016 (Referee);https://static.wikia.nocookie.net/prowrestling/images/7/76/Darryl_Sharma.png/revision/latest/scale-to-width-down/350?cb=20180522015215;
David Otunga;6 ft 0 in (1.83 m);229 lbs (114 kg);April 7, 1980 (1980-04-07) (age 40);Elgin, Illinois;May 29, 2009;https://static.wikia.nocookie.net/prowrestling/images/3/31/David_Otunga_stat_photo.png/revision/latest/scale-to-width-down/219?cb=20170606221039;
